Date,Price
17-09-2014,457.3340149
18-09-2014,424.4400024
19-09-2014,394.79599
20-09-2014,408.9039917
21-09-2014,398.8210144
22-09-2014,402.1520081
23-09-2014,435.7909851
24-09-2014,423.2049866
25-09-2014,411.5740051
26-09-2014,404.4249878
27-09-2014,399.519989
28-09-2014,377.1809998
29-09-2014,375.4670105
30-09-2014,386.9440002
01-10-2014,383.6149902
02-10-2014,375.071991
03-10-2014,359.5119934
04-10-2014,328.8659973
05-10-2014,320.5100098
06-10-2014,330.07901
07-10-2014,336.1870117
08-10-2014,352.9400024
09-10-2014,365.026001
10-10-2014,361.5620117
11-10-2014,362.2990112
12-10-2014,378.5490112
13-10-2014,390.4140015
14-10-2014,400.8699951
15-10-2014,394.7730103
16-10-2014,382.5559998
17-10-2014,383.7579956
18-10-2014,391.4419861
19-10-2014,389.54599
20-10-2014,382.8450012
21-10-2014,386.4750061
22-10-2014,383.1579895
23-10-2014,358.4169922
24-10-2014,358.3450012
25-10-2014,347.2709961
26-10-2014,354.70401
27-10-2014,352.9890137
28-10-2014,357.6180115
29-10-2014,335.5910034
30-10-2014,345.3049927
31-10-2014,338.3210144
01-11-2014,325.7489929
02-11-2014,325.8919983
03-11-2014,327.5539856
04-11-2014,330.4920044
05-11-2014,339.4859924
06-11-2014,349.2900085
07-11-2014,342.4150085
08-11-2014,345.4880066
09-11-2014,363.2640076
10-11-2014,366.9240112
11-11-2014,367.6950073
12-11-2014,423.5610046
13-11-2014,420.7349854
14-11-2014,397.8179932
15-11-2014,376.1329956
16-11-2014,387.8819885
17-11-2014,387.4079895
18-11-2014,375.197998
19-11-2014,380.5549927
20-11-2014,357.8399963
21-11-2014,350.8479919
22-11-2014,352.9200134
23-11-2014,367.572998
24-11-2014,376.901001
25-11-2014,375.3479919
26-11-2014,368.3699951
27-11-2014,369.6700134
28-11-2014,376.446991
29-11-2014,375.4909973
30-11-2014,378.0469971
01-12-2014,379.2449951
02-12-2014,381.3150024
03-12-2014,375.0100098
04-12-2014,369.6040039
05-12-2014,376.8540039
06-12-2014,374.7850037
07-12-2014,375.0950012
08-12-2014,361.9089966
09-12-2014,352.2189941
10-12-2014,346.3649902
11-12-2014,350.506012
12-12-2014,352.5419922
13-12-2014,347.3760071
14-12-2014,351.6319885
15-12-2014,345.3450012
16-12-2014,327.0620117
17-12-2014,319.776001
18-12-2014,311.3959961
19-12-2014,317.8429871
20-12-2014,329.9559937
21-12-2014,320.8429871
22-12-2014,331.8859863
23-12-2014,334.571991
24-12-2014,322.5339966
25-12-2014,319.0079956
26-12-2014,327.9240112
27-12-2014,315.8630066
28-12-2014,317.2390137
29-12-2014,312.6700134
30-12-2014,310.7369995
31-12-2014,320.1929932
01-01-2015,314.2489929
02-01-2015,315.0320129
03-01-2015,281.0820007
04-01-2015,264.1950073
05-01-2015,274.473999
06-01-2015,286.1889954
07-01-2015,294.3370056
08-01-2015,283.348999
09-01-2015,290.4079895
10-01-2015,274.79599
11-01-2015,265.6600037
12-01-2015,267.79599
13-01-2015,225.8609924
14-01-2015,178.1029968
15-01-2015,209.8439941
16-01-2015,208.0970001
17-01-2015,199.2599945
18-01-2015,210.3390045
19-01-2015,214.8609924
20-01-2015,211.3150024
21-01-2015,226.8970032
22-01-2015,233.4060059
23-01-2015,232.8789978
24-01-2015,247.8470001
25-01-2015,253.7180023
26-01-2015,273.4729919
27-01-2015,263.4750061
28-01-2015,233.9149933
29-01-2015,233.5130005
30-01-2015,226.4250031
31-01-2015,217.4640045
01-02-2015,226.9720001
02-02-2015,238.2290039
03-02-2015,227.2680054
04-02-2015,226.8529968
05-02-2015,217.1109924
06-02-2015,222.2660065
07-02-2015,227.7539978
08-02-2015,223.4120026
09-02-2015,220.1100006
10-02-2015,219.8390045
11-02-2015,219.1849976
12-02-2015,221.7640076
13-02-2015,235.427002
14-02-2015,257.3210144
15-02-2015,234.8249969
16-02-2015,233.8430023
17-02-2015,243.6100006
18-02-2015,236.326004
19-02-2015,240.2830048
20-02-2015,243.779007
21-02-2015,244.5339966
22-02-2015,235.977005
23-02-2015,238.8919983
24-02-2015,238.7350006
25-02-2015,237.4700012
26-02-2015,236.4259949
27-02-2015,253.8280029
28-02-2015,254.2630005
01-03-2015,260.2019958
02-03-2015,275.6700134
03-03-2015,281.7019958
04-03-2015,273.0920105
05-03-2015,276.178009
06-03-2015,272.7229919
07-03-2015,276.2609863
08-03-2015,274.3540039
09-03-2015,289.6069946
10-03-2015,291.7600098
11-03-2015,296.3789978
12-03-2015,294.3540039
13-03-2015,285.3370056
14-03-2015,281.8850098
15-03-2015,286.3930054
16-03-2015,290.5929871
17-03-2015,285.5050049
18-03-2015,256.2990112
19-03-2015,260.928009
20-03-2015,261.7489929
21-03-2015,260.0249939
22-03-2015,267.9599915
23-03-2015,266.7399902
24-03-2015,245.5950012
25-03-2015,246.1970062
26-03-2015,248.5319977
27-03-2015,247.029007
28-03-2015,252.7980042
29-03-2015,242.7129974
30-03-2015,247.526001
31-03-2015,244.223999
01-04-2015,247.2720032
02-04-2015,253.0050049
03-04-2015,254.3220062
04-04-2015,253.6970062
05-04-2015,260.5979919
06-04-2015,255.4920044
07-04-2015,253.1799927
08-04-2015,245.0220032
09-04-2015,243.6759949
10-04-2015,236.0720062
11-04-2015,236.552002
12-04-2015,236.1529999
13-04-2015,224.5870056
14-04-2015,219.1589966
15-04-2015,223.8329926
16-04-2015,228.572998
17-04-2015,222.8820038
18-04-2015,223.3560028
19-04-2015,222.6000061
20-04-2015,224.6260071
21-04-2015,235.2689972
22-04-2015,234.1759949
23-04-2015,236.4620056
24-04-2015,231.2680054
25-04-2015,226.3899994
26-04-2015,219.4299927
27-04-2015,229.2859955
28-04-2015,225.8549957
29-04-2015,225.8079987
30-04-2015,236.1450043
01-05-2015,232.0789948
02-05-2015,234.9299927
03-05-2015,240.3580017
04-05-2015,239.0180054
05-05-2015,236.1210022
06-05-2015,229.7819977
07-05-2015,237.3339996
08-05-2015,243.8630066
09-05-2015,241.8320007
10-05-2015,240.2960052
11-05-2015,242.1580048
12-05-2015,241.1119995
13-05-2015,236.3769989
14-05-2015,236.9290009
15-05-2015,237.6049957
16-05-2015,236.1529999
17-05-2015,236.802002
18-05-2015,233.128006
19-05-2015,231.9470062
20-05-2015,234.0180054
21-05-2015,235.3439941
22-05-2015,240.3480072
23-05-2015,238.871994
24-05-2015,240.9530029
25-05-2015,237.1100006
26-05-2015,237.1159973
27-05-2015,237.2830048
28-05-2015,237.4080048
29-05-2015,237.095993
30-05-2015,233.3450012
31-05-2015,230.1900024
01-06-2015,222.9259949
02-06-2015,225.8029938
03-06-2015,225.8739929
04-06-2015,224.3240051
05-06-2015,224.9519958
06-06-2015,225.6190033
07-06-2015,222.8809967
08-06-2015,228.4889984
09-06-2015,229.0480042
10-06-2015,228.8029938
11-06-2015,229.7050018
12-06-2015,229.9819946
13-06-2015,232.4019928
14-06-2015,233.5429993
15-06-2015,236.822998
16-06-2015,250.8950043
17-06-2015,249.2839966
18-06-2015,249.0070038
19-06-2015,244.6060028
20-06-2015,245.2120056
21-06-2015,243.9440002
22-06-2015,246.9900055
23-06-2015,244.2960052
24-06-2015,240.5149994
25-06-2015,242.798996
26-06-2015,243.5939941
27-06-2015,250.9900055
28-06-2015,249.0110016
29-06-2015,257.0639954
30-06-2015,263.071991
01-07-2015,258.6210022
02-07-2015,255.4120026
03-07-2015,256.3359985
04-07-2015,260.8859863
05-07-2015,271.9129944
06-07-2015,269.0299988
07-07-2015,266.2070007
08-07-2015,270.7850037
09-07-2015,269.2279968
10-07-2015,284.8940125
11-07-2015,293.1149902
12-07-2015,310.8670044
13-07-2015,292.0539856
14-07-2015,287.4639893
15-07-2015,285.82901
16-07-2015,278.0889893
17-07-2015,279.4719849
18-07-2015,274.901001
19-07-2015,273.6140137
20-07-2015,278.9809875
21-07-2015,275.8330078
22-07-2015,277.2219849
23-07-2015,276.0490112
24-07-2015,288.2780151
25-07-2015,288.696991
26-07-2015,292.6860046
27-07-2015,293.6239929
28-07-2015,294.427002
29-07-2015,289.5899963
30-07-2015,287.7219849
31-07-2015,284.6499939
01-08-2015,281.6010132
02-08-2015,282.6140137
03-08-2015,281.2269897
04-08-2015,285.2179871
05-08-2015,281.8819885
06-08-2015,278.5769958
07-08-2015,279.5849915
08-08-2015,260.9970093
09-08-2015,265.0830078
10-08-2015,264.4700012
11-08-2015,270.3859863
12-08-2015,266.3760071
13-08-2015,264.0799866
14-08-2015,265.6799927
15-08-2015,261.5509949
16-08-2015,258.5069885
17-08-2015,257.9760132
18-08-2015,211.0789948
19-08-2015,226.6840057
20-08-2015,235.3500061
21-08-2015,232.5690002
22-08-2015,230.3899994
23-08-2015,228.1690063
24-08-2015,210.4949951
25-08-2015,221.6089935
26-08-2015,225.8309937
27-08-2015,224.7689972
28-08-2015,231.3959961
29-08-2015,229.7799988
30-08-2015,228.7610016
31-08-2015,230.0559998
01-09-2015,228.1210022
02-09-2015,229.2839966
03-09-2015,227.1829987
04-09-2015,230.2980042
05-09-2015,235.0189972
06-09-2015,239.8399963
07-09-2015,239.8470001
08-09-2015,243.6069946
09-09-2015,238.1679993
10-09-2015,238.477005
11-09-2015,240.1069946
12-09-2015,235.2290039
13-09-2015,230.5119934
14-09-2015,230.6439972
15-09-2015,230.3040009
16-09-2015,229.0910034
17-09-2015,229.8099976
18-09-2015,232.9750061
19-09-2015,231.4929962
20-09-2015,231.2120056
21-09-2015,227.0850067
22-09-2015,230.6179962
23-09-2015,230.2830048
24-09-2015,234.529007
25-09-2015,235.1439972
26-09-2015,234.3399963
27-09-2015,232.7570038
28-09-2015,239.1419983
29-09-2015,236.6869965
30-09-2015,236.0599976
01-10-2015,237.548996
02-10-2015,237.2929993
03-10-2015,238.7299957
04-10-2015,238.2590027
05-10-2015,240.3829956
06-10-2015,246.0630035
07-10-2015,242.9689941
08-10-2015,242.3040009
09-10-2015,243.9309998
10-10-2015,244.9409943
11-10-2015,247.0500031
12-10-2015,245.3079987
13-10-2015,249.5079956
14-10-2015,251.9889984
15-10-2015,254.3200073
16-10-2015,262.868988
17-10-2015,270.6400146
18-10-2015,261.6430054
19-10-2015,263.4370117
20-10-2015,269.4630127
21-10-2015,266.2720032
22-10-2015,274.0230103
23-10-2015,276.4960022
24-10-2015,281.6539917
25-10-2015,283.6799927
26-10-2015,285.2999878
27-10-2015,293.7879944
28-10-2015,304.6180115
29-10-2015,313.855011
30-10-2015,328.0150146
31-10-2015,314.1659851
01-11-2015,325.4309998
02-11-2015,361.1889954
03-11-2015,403.4169922
04-11-2015,411.5629883
05-11-2015,386.3540039
06-11-2015,374.4700012
07-11-2015,386.4819946
08-11-2015,373.3680115
09-11-2015,380.2569885
10-11-2015,336.8190002
11-11-2015,311.0840149
12-11-2015,338.1520081
13-11-2015,336.7529907
14-11-2015,332.9060059
15-11-2015,320.1659851
16-11-2015,330.7510071
17-11-2015,335.0939941
18-11-2015,334.5899963
19-11-2015,326.1489868
20-11-2015,322.0220032
21-11-2015,326.927002
22-11-2015,324.5360107
23-11-2015,323.04599
24-11-2015,320.04599
25-11-2015,328.2059937
26-11-2015,352.6839905
27-11-2015,358.0419922
28-11-2015,357.381012
29-11-2015,371.2940063
30-11-2015,377.3210144
01-12-2015,362.4880066
02-12-2015,359.1870117
03-12-2015,361.04599
04-12-2015,363.1830139
05-12-2015,388.9490051
06-12-2015,388.7829895
07-12-2015,395.5360107
08-12-2015,415.5629883
09-12-2015,417.5629883
10-12-2015,415.4790039
11-12-2015,451.9379883
12-12-2015,434.9970093
13-12-2015,433.7550049
14-12-2015,444.1820068
15-12-2015,465.3210144
16-12-2015,454.9339905
17-12-2015,456.0780029
18-12-2015,463.6159973
19-12-2015,462.321991
20-12-2015,442.6849976
21-12-2015,438.6390076
22-12-2015,436.571991
23-12-2015,442.401001
24-12-2015,454.9849854
25-12-2015,455.6530151
26-12-2015,417.2739868
27-12-2015,422.822998
28-12-2015,422.2789917
29-12-2015,432.9830017
30-12-2015,426.6199951
31-12-2015,430.5669861
01-01-2016,434.3340149
02-01-2016,433.4379883
03-01-2016,430.0109863
04-01-2016,433.0910034
05-01-2016,431.9599915
06-01-2016,429.105011
07-01-2016,458.0480042
08-01-2016,453.230011
09-01-2016,447.6109924
10-01-2016,447.9909973
11-01-2016,448.428009
12-01-2016,435.6900024
13-01-2016,432.3710022
14-01-2016,430.3059998
15-01-2016,364.3309937
16-01-2016,387.5360107
17-01-2016,382.2990112
18-01-2016,387.1679993
19-01-2016,380.1489868
20-01-2016,420.230011
21-01-2016,410.2619934
22-01-2016,382.4920044
23-01-2016,387.4909973
24-01-2016,402.9710083
25-01-2016,391.7260132
26-01-2016,392.1530151
27-01-2016,394.9719849
28-01-2016,380.2890015
29-01-2016,379.473999
30-01-2016,378.2550049
31-01-2016,368.7669983
01-02-2016,373.0559998
02-02-2016,374.447998
03-02-2016,369.9490051
04-02-2016,389.5939941
05-02-2016,386.5490112
06-02-2016,376.5220032
07-02-2016,376.6199951
08-02-2016,373.446991
09-02-2016,376.0289917
10-02-2016,381.6489868
11-02-2016,379.6539917
12-02-2016,384.2630005
13-02-2016,391.8599854
14-02-2016,407.230011
15-02-2016,400.1849976
16-02-2016,407.4880066
17-02-2016,416.321991
18-02-2016,422.3729858
19-02-2016,420.7850037
20-02-2016,437.1640015
21-02-2016,438.7980042
22-02-2016,437.7479858
23-02-2016,420.7359924
24-02-2016,424.9549866
25-02-2016,424.5440063
26-02-2016,432.1520081
27-02-2016,432.5190125
28-02-2016,433.5039978
29-02-2016,437.696991
01-03-2016,435.1229858
02-03-2016,423.9890137
03-03-2016,421.651001
04-03-2016,410.9389954
05-03-2016,400.5700073
06-03-2016,407.7070007
07-03-2016,414.3210144
08-03-2016,413.9719849
09-03-2016,414.8599854
10-03-2016,417.131012
11-03-2016,421.6900024
12-03-2016,411.6239929
13-03-2016,414.0650024
14-03-2016,416.4379883
15-03-2016,416.8299866
16-03-2016,417.0109863
17-03-2016,420.6210022
18-03-2016,409.5480042
19-03-2016,410.4440002
20-03-2016,413.7550049
21-03-2016,413.3070068
22-03-2016,418.0889893
23-03-2016,418.0409851
24-03-2016,416.3940125
25-03-2016,417.177002
26-03-2016,417.9450073
27-03-2016,426.7650146
28-03-2016,424.2309875
29-03-2016,416.5159912
30-03-2016,414.8160095
31-03-2016,416.7290039
01-04-2016,417.9599915
02-04-2016,420.8729858
03-04-2016,420.9039917
04-04-2016,421.4440002
05-04-2016,424.0299988
06-04-2016,423.4129944
07-04-2016,422.7449951
08-04-2016,420.348999
09-04-2016,419.4110107
10-04-2016,421.5639954
11-04-2016,422.4830017
12-04-2016,425.1900024
13-04-2016,423.7340088
14-04-2016,424.2820129
15-04-2016,429.7130127
16-04-2016,430.571991
17-04-2016,427.3989868
18-04-2016,428.5910034
19-04-2016,435.5090027
20-04-2016,441.3890076
21-04-2016,449.4249878
22-04-2016,445.7369995
23-04-2016,450.2820129
24-04-2016,458.5549927
25-04-2016,461.4259949
26-04-2016,466.0889893
27-04-2016,444.6870117
28-04-2016,449.0109863
29-04-2016,455.0969849
30-04-2016,448.3179932
01-05-2016,451.875
02-05-2016,444.6690063
03-05-2016,450.3039856
04-05-2016,446.7219849
05-05-2016,447.9760132
06-05-2016,459.6029968
07-05-2016,458.5360107
08-05-2016,458.5480042
09-05-2016,460.4830017
10-05-2016,450.894989
11-05-2016,452.7279968
12-05-2016,454.7659912
13-05-2016,455.6700134
14-05-2016,455.67099
15-05-2016,457.5679932
16-05-2016,454.1629944
17-05-2016,453.7829895
18-05-2016,454.618988
19-05-2016,438.7149963
20-05-2016,442.6759949
21-05-2016,443.1879883
22-05-2016,439.322998
23-05-2016,444.1549988
24-05-2016,445.9809875
25-05-2016,449.598999
26-05-2016,453.3840027
27-05-2016,473.4639893
28-05-2016,530.039978
29-05-2016,526.2329712
30-05-2016,533.8640137
31-05-2016,531.3859863
01-06-2016,536.9199829
02-06-2016,537.9719849
03-06-2016,569.1939697
04-06-2016,572.7269897
05-06-2016,574.9769897
06-06-2016,585.5369873
07-06-2016,576.5969849
08-06-2016,581.6450195
09-06-2016,574.6300049
10-06-2016,577.4699707
11-06-2016,606.7269897
12-06-2016,672.7839966
13-06-2016,704.3759766
14-06-2016,685.559021
15-06-2016,694.4689941
16-06-2016,766.3079834
17-06-2016,748.9089966
18-06-2016,756.2269897
19-06-2016,763.7810059
20-06-2016,737.2260132
21-06-2016,666.6519775
22-06-2016,596.1160278
23-06-2016,623.9769897
24-06-2016,665.2990112
25-06-2016,665.1229858
26-06-2016,629.3670044
27-06-2016,655.2750244
28-06-2016,647.0009766
29-06-2016,639.8900146
30-06-2016,673.3369751
01-07-2016,676.2960205
02-07-2016,703.7020264
03-07-2016,658.6640015
04-07-2016,683.6619873
05-07-2016,670.6270142
06-07-2016,677.3309937
07-07-2016,640.5620117
08-07-2016,666.5230103
09-07-2016,650.960022
10-07-2016,649.3599854
11-07-2016,647.6589966
12-07-2016,664.5510254
13-07-2016,654.4680176
14-07-2016,658.0780029
15-07-2016,663.2550049
16-07-2016,660.7670288
17-07-2016,679.4589844
18-07-2016,673.1060181
19-07-2016,672.8640137
20-07-2016,665.6849976
21-07-2016,665.0120239
22-07-2016,650.6190186
23-07-2016,655.5560303
24-07-2016,661.2849731
25-07-2016,654.0969849
26-07-2016,651.7839966
27-07-2016,654.3519897
28-07-2016,655.0349731
29-07-2016,656.9920044
30-07-2016,655.0469971
31-07-2016,624.6810303
01-08-2016,606.2719727
02-08-2016,547.4650269
03-08-2016,566.3549805
04-08-2016,578.2890015
05-08-2016,575.0430298
06-08-2016,587.7780151
07-08-2016,592.6900024
08-08-2016,591.0540161
09-08-2016,587.8010254
10-08-2016,592.1030273
11-08-2016,589.1199951
12-08-2016,587.559021
13-08-2016,585.5880127
14-08-2016,570.4730225
15-08-2016,567.2399902
16-08-2016,577.4390259
17-08-2016,573.2160034
18-08-2016,574.3179932
19-08-2016,575.6300049
20-08-2016,581.6970215
21-08-2016,581.3079834
22-08-2016,586.7529907
23-08-2016,583.414978
24-08-2016,580.1820068
25-08-2016,577.7609863
26-08-2016,579.651001
27-08-2016,569.9470215
28-08-2016,573.9119873
29-08-2016,574.1069946
30-08-2016,577.5029907
31-08-2016,575.4719849
01-09-2016,572.3029785
02-09-2016,575.5369873
03-09-2016,598.2119751
04-09-2016,608.6339722
05-09-2016,606.5900269
06-09-2016,610.4359741
07-09-2016,614.5440063
08-09-2016,626.315979
09-09-2016,622.8610229
10-09-2016,623.5089722
11-09-2016,606.7189941
12-09-2016,608.242981
13-09-2016,609.2410278
14-09-2016,610.684021
15-09-2016,607.1550293
16-09-2016,606.9730225
17-09-2016,605.9840088
18-09-2016,609.8740234
19-09-2016,609.2269897
20-09-2016,608.3120117
21-09-2016,597.1489868
22-09-2016,596.2979736
23-09-2016,602.84198
24-09-2016,602.625
25-09-2016,600.8259888
26-09-2016,608.0430298
27-09-2016,606.1660156
28-09-2016,604.7280273
29-09-2016,605.6929932
30-09-2016,609.7349854
01-10-2016,613.9829712
02-10-2016,610.8920288
03-10-2016,612.1329956
04-10-2016,610.2039795
05-10-2016,612.5109863
06-10-2016,613.0209961
07-10-2016,617.1209717
08-10-2016,619.1079712
09-10-2016,616.7520142
10-10-2016,618.9940186
11-10-2016,641.0720215
12-10-2016,636.1920166
13-10-2016,636.7860107
14-10-2016,640.3779907
15-10-2016,638.6459961
16-10-2016,641.6309814
17-10-2016,639.1929932
18-10-2016,637.960022
19-10-2016,630.5200195
20-10-2016,630.8569946
21-10-2016,632.8280029
22-10-2016,657.2940063
23-10-2016,657.0709839
24-10-2016,653.7609863
25-10-2016,657.5880127
26-10-2016,678.3040161
27-10-2016,688.3129883
28-10-2016,689.651001
29-10-2016,714.4790039
30-10-2016,701.8640137
31-10-2016,700.9719849
01-11-2016,729.7930298
02-11-2016,740.8289795
03-11-2016,688.7000122
04-11-2016,703.2349854
05-11-2016,703.4180298
06-11-2016,711.5219727
07-11-2016,703.1309814
08-11-2016,709.8480225
09-11-2016,723.2730103
10-11-2016,715.5339966
11-11-2016,716.4110107
